"letzter Abo - Auftrag: Auftrag";"letzter Abo - Auftrag: Kündigung erfasst am";"SAP GP Nummer";"Emailkontakt Text"
"2114732749-0010";"23.04.2026";"0019515935";"Global-Nein"
"2114790949-0010";"23.04.2026";"0017635210";"Global-Nein"
"2110341899-0010";"23.04.2026";"0016114362";""
"2114982648-0010";"23.04.2026";"0018128091";"SHZV-Ja"
"2110466394-0010";"23.04.2026";"0016010880";""
"2113340280-0010";"23.04.2026";"0019025218";"SHZV-Ja"
"2114034765-0010";"23.04.2026";"0019263902";"SHZV-Ja"
"2112279833-0010";"23.04.2026";"0018196442";"BEIV-Ja;SHZV-Ja"
"2114792672-0010";"23.04.2026";"0019278434";"SHZV-Ja"
"2114815915-0020";"23.04.2026";"0017827873";"BEIV-Ja;SHZV-Ja"
"2114849359-0010";"23.04.2026";"0019349982";"SHZV-Ja"
"2110330805-0010";"23.04.2026";"0016493233";""
"2114115483-0010";"23.04.2026";"0016231624";"SHZV-Ja"
"2114914025-0010";"23.04.2026";"0019321177";"SHZV-Ja"
"2115101190-0010";"23.04.2026";"0018564139";"SHZV-Nein"
"2110284942-0040";"23.04.2026";"0016057678";"SHZV-Nein"
"2110232868-0010";"23.04.2026";"0016004555";""
"2114098116-0010";"23.04.2026";"0018774909";"SHZV-Ja"
"2114976950-0010";"23.04.2026";"0018999417";"BEIV-Ja;SHZV-Ja"
"2115189755-0010";"23.04.2026";"0019623670";"SHZV-Ja"
"2113368159-0010";"23.04.2026";"0018829738";""
"2115109517-0010";"23.04.2026";"0018711274";"BEIV-Ja;SHZV-Nein"
"2115116568-0010";"23.04.2026";"0019588942";"SHZV-Ja"
"2115166270-0010";"23.04.2026";"0019617293";"NOZV-Ja;SHZV-Nein"
"2113092364-0010";"23.04.2026";"0016160238";""
"2114557658-0010";"23.04.2026";"0016155916";""
"2114818028-0020";"23.04.2026";"0016061994";"BEIV-Ja;SHZV-Ja"
"2114823750-0020";"23.04.2026";"0015497261";"BEIV-Ja;SHZV-Ja"
"2115192237-0010";"23.04.2026";"0019179538";"SHZV-Ja"
"2115182446-0010";"23.04.2026";"0019617450";"SHZV-Ja"
"2115182543-0010";"23.04.2026";"0018947081";"SHZV-Ja"
"2115187483-0010";"23.04.2026";"0019623109";"SHZV-Ja"
"2115190739-0010";"23.04.2026";"0019623889";"SHZV-Ja"
"2115191353-0010";"23.04.2026";"0019184404";""
"2115192705-0010";"23.04.2026";"0019624359";"SHZV-Ja"
"2110440700-0010";"23.04.2026";"0017545734";"SHZV-Ja"
"2113525937-0010";"23.04.2026";"0016132516";"SHZV-Ja"
"2112762435-0010";"23.04.2026";"0018794019";""
"2110486532-0010";"23.04.2026";"0017402064";"SHZV-Ja"
"2114989117-0010";"23.04.2026";"0019576570";"SHZV-Ja"
"2110270989-0020";"23.04.2026";"0016211134";"SHZV-Ja"
"2115029728-0020";"23.04.2026";"0018245154";"SHZV-Ja"
"2115073195-0010";"23.04.2026";"0016529310";"SHZV-Ja"
"2115099464-0020";"23.04.2026";"0013159822";"SHZV-Ja"
"2115055869-0010";"23.04.2026";"0016059405";"SHZV-Ja"
"2114888389-0010";"23.04.2026";"0019553689";"SHZV-Ja"
"2112730072-0010";"24.04.2026";"0018871540";""
"2110405154-0050";"24.04.2026";"0017515713";"SHZV-Ja"
"2112978437-0010";"24.04.2026";"0018967638";"SHZV-Ja"
"2112127660-0010";"24.04.2026";"0017837995";""
"2113250657-0010";"24.04.2026";"0019048233";"SHZV-Ja"
"2113433057-0010";"24.04.2026";"0016250272";""
"2112869091-0010";"24.04.2026";"0018911076";"SHZV-Ja"
"2110256980-0030";"24.04.2026";"0016644560";"SHZV-Nein"
"2113941724-0010";"24.04.2026";"0019302646";"SHZV-Ja"
"2110404003-0010";"24.04.2026";"0017033163";""
"2114236057-0010";"24.04.2026";"0017364731";"SHZV-Nein"
"2114293352-0010";"24.04.2026";"0017205110";"SHZV-Ja"
"2114643169-0010";"24.04.2026";"0019272046";"BEIV-Ja"
"2114661558-0010";"24.04.2026";"0019498324";""
"2114524849-0010";"24.04.2026";"0016117880";"SHZV-Ja"
"2114790966-0010";"24.04.2026";"0019527548";"SHZV-Ja"
"2114830428-0010";"24.04.2026";"0018048868";"SHZV-Ja"
"2114890369-0010";"24.04.2026";"0018303827";"BEIV-Ja;SHZV-Ja"
"2114814714-0010";"24.04.2026";"0019249926";"SHZV-Ja"
"2115011662-0010";"24.04.2026";"0018019328";"SHZV-Ja"
"2115017182-0010";"24.04.2026";"0019072747";"BEIV-Ja;SHZV-Ja"
"2113272365-0010";"24.04.2026";"0018760653";""
"2111135180-0020";"24.04.2026";"0018237059";"SHZV-Ja"
"2115195944-0010";"24.04.2026";"0019489582";"SHZV-Ja"
"2114470884-0010";"24.04.2026";"0019154677";"SHZV-Nein"
"2112126851-0010";"24.04.2026";"0017836473";"Global-Nein"
"2110287512-0010";"24.04.2026";"0016219303";"Global-Nein"
"2110300864-0010";"24.04.2026";"0016226227";"Global-Nein"
"2110685562-0030";"24.04.2026";"0016204654";"Global-Nein"
"2110316910-0050";"24.04.2026";"0016090259";"Global-Nein"
"2113765515-0010";"24.04.2026";"0016323044";"Global-Nein"
"2110307123-0010";"24.04.2026";"0016079267";"Global-Nein"
"2111941905-0020";"24.04.2026";"0016235323";"Global-Nein"
"2110264992-0020";"24.04.2026";"0016648404";"SHZV-Nein"
"2114722904-0010";"24.04.2026";"0019510216";"Global-Nein"
"2114703428-0010";"24.04.2026";"0016404428";"Global-Nein"
"2114884306-0010";"24.04.2026";"0019252682";"Global-Nein"
"2115039505-0010";"24.04.2026";"0019129747";"Global-Nein"
"2115129476-0010";"24.04.2026";"0019137088";""
"2111616870-0010";"24.04.2026";"0017824199";""
"2110506874-0030";"24.04.2026";"0017046539";""
"2114261988-0010";"24.04.2026";"0019390116";"SHZV-Ja"
"2114705538-0020";"24.04.2026";"0019509621";"SHZV-Ja"
"2114819835-0020";"24.04.2026";"0019016805";"SHZV-Ja"
"2114869684-0010";"24.04.2026";"0019234080";"BEIV-Nein;SHZV-Ja"
"2115008572-0020";"24.04.2026";"0019581164";"SHZV-Ja"
"2114446566-0010";"24.04.2026";"0017835935";"BEIV-Nein;SHZV-Ja"
"2114752357-0010";"24.04.2026";"0016224464";"BEIV-Ja;SHZV-Ja"
"2115124712-0020";"24.04.2026";"0019608944";""
"2112672907-0010";"24.04.2026";"0018854554";"SHZV-Ja"
"2113524778-0010";"24.04.2026";"0018961104";"SHZV-Ja"
"2114322606-0010";"24.04.2026";"0018311609";"BEIV-Ja;SHZV-Nein;SHJV-Nein"
"2114894221-0010";"24.04.2026";"0019213870";"SHZV-Ja"
"2110819578-0010";"24.04.2026";"0017792829";""
"2111326028-0010";"24.04.2026";"0018316461";""
"2114784777-0010";"24.04.2026";"0017798330";"SHZV-Ja"
"2114844660-0010";"24.04.2026";"0019543445";""
"2114978472-0010";"24.04.2026";"0016528006";"SHZV-Nein"
"2110474394-0220";"24.04.2026";"0017102318";"SHZV-Ja"
"2112841172-0010";"24.04.2026";"0018226795";"SHZV-Ja"
"2114605873-0010";"24.04.2026";"0016331899";"BEIV-Ja;SHZV-Ja"
"2114814221-0020";"24.04.2026";"0016229085";"SHZV-Nein"
"2114818021-0020";"24.04.2026";"0018261345";"SHZV-Ja"
"2114819561-0020";"24.04.2026";"0016465453";"SHZV-Ja"
"2114855418-0010";"24.04.2026";"0018891349";"SHZV-Ja"
"2114863580-0010";"24.04.2026";"0018346816";""
"2113441802-0010";"24.04.2026";"0018691324";"BEIV-Ja"
"2115189728-0010";"24.04.2026";"0019623657";"SHZV-Ja"
"2115191677-0010";"24.04.2026";"0019398530";"SHZV-Nein"
"2115191428-0010";"24.04.2026";"0019624051";"Global-Nein"
"2115192266-0010";"24.04.2026";"0018387115";""
"2115192857-0010";"24.04.2026";"0017435458";"BEIV-Ja;SHZV-Ja"
"2115193801-0010";"24.04.2026";"0018999122";"BEIV-Ja"
"2115194345-0010";"24.04.2026";"0019576538";"BEIV-Ja;SHZV-Ja"
"2114911743-0020";"24.04.2026";"0018308015";"SHZV-Ja"
"2115191410-0010";"24.04.2026";"0019624037";"SHZV-Nein"
"2115195442-0010";"24.04.2026";"0019625115";"SHZV-Ja"
"2115195419-0010";"24.04.2026";"0019570137";"SHZV-Ja"
"2111614706-0010";"24.04.2026";"0017820629";"SHZV-Ja"
"2110330233-0010";"24.04.2026";"0016101550";"SHZV-Ja"
"2110502168-0010";"24.04.2026";"0017406264";"SHZV-Ja"
"2113473183-0010";"24.04.2026";"0018958017";"SHZV-Ja"
"2112130461-0010";"24.04.2026";"0017841665";"BEIV-Ja;SHZV-Ja"
"2114470058-0010";"24.04.2026";"0019279586";"SHZV-Ja"
"2110430311-0050";"24.04.2026";"0017049732";"SHZV-Ja"
"2114860453-0010";"24.04.2026";"0017003390";"SHZV-Ja"
"2115136736-0010";"24.04.2026";"0016360567";"SHZV-Ja"
"2110311963-0040";"24.04.2026";"0016084715";"SHZV-Ja"
"2115035191-0010";"24.04.2026";"0019588255";"BEIV-Ja"
"2115030743-0020";"24.04.2026";"0019587038";"SHZV-Ja"
"2115049251-0020";"24.04.2026";"0019592037";"SHZV-Ja"
"2115053969-0020";"24.04.2026";"0019360061";"SHZV-Ja"
"2115054943-0020";"24.04.2026";"0019398460";"SHZV-Ja"
"2115057688-0020";"24.04.2026";"0019135953";"SHZV-Ja"
"2115096237-0020";"24.04.2026";"0018467214";"BEIV-Ja;SHZV-Ja"
"2115101487-0020";"24.04.2026";"0017344534";"SHZV-Ja"
"2115093308-0020";"24.04.2026";"0019602508";"SHZV-Ja"
"2114540703-0010";"24.04.2026";"0016109902";"SHZV-Nein;Global-Nein"
"2110218463-0050";"24.04.2026";"0015506142";"SHZV-Nein"
"2114772631-0010";"24.04.2026";"0019525039";"SHZV-Ja"
"2113883421-0010";"25.04.2026";"0019207596";"SHZV-Nein"
"2114131118-0010";"25.04.2026";"0018080353";"SHZV-Ja"
"2114734935-0020";"25.04.2026";"0019513897";"SHZV-Ja"
"2110435126-0020";"25.04.2026";"0017724179";"SHZV-Ja"
"2112129554-0010";"25.04.2026";"0017839801";"Global-Nein"
"2113087560-0010";"25.04.2026";"0019014795";""
"2115086104-0010";"25.04.2026";"0018660294";"BEIV-Ja;SHZV-Ja"
"2113543384-0010";"25.04.2026";"0019177750";""
"2110293489-0010";"25.04.2026";"0016065959";"Global-Nein"
"2111805477-0010";"25.04.2026";"0016076671";"Global-Nein"
"2114256137-0010";"25.04.2026";"0019297290";"SHZV-Ja"
"2114819727-0020";"25.04.2026";"0018646716";"Global-Nein"
"2114836487-0010";"25.04.2026";"0017312017";"BEIV-Ja;SHZV-Ja"
"2114906798-0010";"25.04.2026";"0016472192";"SHZV-Ja"
"2114946589-0010";"25.04.2026";"0017498338";"SHZV-Ja"
"2114250435-0010";"25.04.2026";"0019388787";"BEIV-Nein;SHZV-Ja"
"2115089001-0010";"25.04.2026";"0019564784";"SHZV-Ja"
"2113066889-0010";"25.04.2026";"0017629941";""
"2114956681-0020";"25.04.2026";"0019569130";"SHZV-Ja"
"2115188874-0010";"25.04.2026";"0019623426";"SHZV-Ja"
"2114902361-0010";"25.04.2026";"0017822358";"SHZV-Ja"
"2115184267-0010";"26.04.2026";"0019609174";"SHZV-Ja"
"2114837065-0020";"26.04.2026";"0016149347";"BEIV-Ja;SHZV-Nein"
"2114837260-0020";"26.04.2026";"0017125851";"BEIV-Ja;SHZV-Ja"
"2114858428-0020";"26.04.2026";"0019236847";"Global-Nein"
"2115022637-0010";"26.04.2026";"0019478680";"SHZV-Ja"
"2115177178-0010";"26.04.2026";"0019563702";"SHZV-Ja"
"2114651137-0010";"26.04.2026";"0018402482";"BEIV-Ja;SHZV-Ja"
"2114068466-0020";"26.04.2026";"0019341266";"SHZV-Ja"
"2114219241-0010";"26.04.2026";"0018783424";"SHZV-Ja"
"2113759476-0010";"27.04.2026";"0019245288";"SHZV-Nein"
"2110234233-0010";"27.04.2026";"0016004899";""
"2114404821-0010";"27.04.2026";"0016455921";"Global-Nein"
"2114448300-0010";"27.04.2026";"0016248469";"SHZV-Nein"
"2114213360-0010";"27.04.2026";"0016518091";""
"2114257632-0010";"27.04.2026";"0017010548";"SHZV-Ja"
"2114294231-0010";"27.04.2026";"0017420463";""
"2114745785-0010";"27.04.2026";"0016223729";"SHZV-Ja"
"2114813449-0010";"27.04.2026";"0016491883";"SHZV-Ja"
"2114836379-0020";"27.04.2026";"0019278829";"SHZV-Ja"
"2114877802-0010";"27.04.2026";"0016112425";"SHZV-Ja"
"2114889231-0010";"27.04.2026";"0019489470";"SHZV-Ja"
"2115036043-0010";"27.04.2026";"0016202130";"BEIV-Ja;SHZV-Ja"
"2115042586-0010";"27.04.2026";"0018607041";"BEIV-Nein;SHZV-Ja"
"2115076764-0010";"27.04.2026";"0019598697";""
"2115192547-0010";"27.04.2026";"0019624318";"SHZV-Ja"
"2114604639-0010";"27.04.2026";"0019478034";"SHZV-Ja"
"2114712865-0010";"27.04.2026";"0016489822";"SHZV-Ja"
"2110328719-0040";"27.04.2026";"0016100675";""
"2110847350-0010";"27.04.2026";"0018141833";"Global-Nein"
"2115007701-0010";"27.04.2026";"0019523975";"SHZV-Ja"
"2114343707-0010";"27.04.2026";"0019418063";""
"2112867030-0010";"27.04.2026";"0018930786";"HBWV-Nein"
"2110274646-0010";"27.04.2026";"0016430144";"SHZV-Nein"
"2114120349-0010";"27.04.2026";"0019358920";"Global-Nein"
"2114134213-0010";"27.04.2026";"0019363499";"SHZV-Nein"
"2114836274-0020";"27.04.2026";"0016446668";"SHZV-Ja"
"2114585666-0010";"27.04.2026";"0015575059";"BEIV-Ja;SHZV-Ja"
"2115193812-0010";"27.04.2026";"0019274734";"BEIV-Ja;SHZV-Ja"
"2114646345-0010";"27.04.2026";"0019494053";"SHZV-Nein;Global-Nein"
"2115032617-0020";"27.04.2026";"0019451110";"BEIV-Nein;SHZV-Ja"
"2114009242-0010";"27.04.2026";"0019321738";""
"2114248520-0010";"27.04.2026";"0019389545";"SHZV-Ja"
"2114654016-0010";"27.04.2026";"0019314399";"SHZV-Ja"
"2115163076-0010";"27.04.2026";"0017068872";"SHZV-Ja"
"2110212083-0010";"27.04.2026";"0016352011";"BEIV-Ja;SHZV-Ja"
"2112955665-0010";"27.04.2026";"0017861866";"SHZV-Ja"
"2114306740-0010";"27.04.2026";"0016014866";"BEIV-Ja;SHZV-Ja"
"2114759527-0010";"27.04.2026";"0017291851";"BEIV-Ja;SHZV-Ja"
"2114815940-0020";"27.04.2026";"0019128589";"SHZV-Ja"
"2114818371-0020";"27.04.2026";"0018142215";"BEIV-Ja;SHZV-Ja"
"2114837210-0010";"27.04.2026";"0016225120";"SHZV-Ja"
"2115104373-0010";"27.04.2026";"0017861973";"BEIV-Ja;SHZV-Ja"
"2115188321-0010";"27.04.2026";"0018662502";"SHZV-Ja"
"2115193562-0010";"27.04.2026";"0019624459";"SHZV-Nein"
"2115194322-0010";"27.04.2026";"0019611745";"BEIV-Ja;SHZV-Ja"
"2115194493-0010";"27.04.2026";"0019624847";"SHZV-Ja"
"2113488224-0010";"27.04.2026";"0018517678";"BEIV-Ja;SHZV-Ja"
"2115191696-0010";"27.04.2026";"0018993023";"SHZV-Nein"
"2115098667-0020";"27.04.2026";"0019603710";"SHZV-Ja"
"2113641465-0010";"27.04.2026";"0018303210";"BEIV-Ja;SHZV-Ja"
"2110213612-0010";"27.04.2026";"0016143523";""
"2115024065-0020";"27.04.2026";"0016665645";"SHZV-Ja"
"2115041766-0020";"27.04.2026";"0019260686";"SHZV-Ja"
"2115100156-0020";"27.04.2026";"0019210030";"SHZV-Ja"
"2115048017-0010";"27.04.2026";"0018143634";"SHZV-Ja"
"2110343670-0010";"27.04.2026";"0016115398";"SHZV-Ja"
"2114797252-0010";"27.04.2026";"0016362082";"SHZV-Ja"
"2114837874-0010";"27.04.2026";"0018737156";"BEIV-Ja;SHZV-Ja"
"2114811497-0020";"27.04.2026";"0019243661";"SHZV-Ja"
